neighborhood,rec_id,year,population
Desert Aire/Loma Linda,AMERIND,2010,4
Desert Aire/Loma Linda,ASIAN,2010,21
Desert Aire/Loma Linda,PACIFIC,2010,3
Desert Aire/Loma Linda,OTHRACE,2010,25
Desert Aire/Loma Linda,RACE2UP,2010,21
Desert Aire/Loma Linda,HISPPOP,2010,112
Desert Aire/Loma Linda,MINORITY,2010,171
Desert Aire/Loma Linda,DIVINDX,2010,58.3
Desert Aire/Loma Linda,HISPWHT,2019,96
Desert Aire/Loma Linda,HISPBLK,2019,4
Desert Aire/Loma Linda,HISPAI,2019,3
Desert Aire/Loma Linda,HISPASN,2019,0
Desert Aire/Loma Linda,HISPPI,2019,0
Desert Aire/Loma Linda,HISPOTH,2019,29
Desert Aire/Loma Linda,HISPMLT,2019,2
Desert Aire/Loma Linda,HWHITE,2010,81
Desert Aire/Loma Linda,HBLACK,2010,4
Desert Aire/Loma Linda,HAMERIND,2010,2
Desert Aire/Loma Linda,HASIAN,2010,0
Desert Aire/Loma Linda,HPACIFIC,2010,0
Desert Aire/Loma Linda,HOTHRACE,2010,23
Desert Aire/Loma Linda,HRACE2UP,2010,2
Desert Aire/Loma Linda,HRACEBAS,2010,112
Desert Aire/Loma Linda,H1RACE,2010,111
Desert Aire/Loma Linda,HADRBASE,2010,80
Desert Aire/Loma Linda,HAD1RACE,2010,79
Desert Aire/Loma Linda,U18RBASE,2010,85
Desert Aire/Loma Linda,NONHISP,2019,336
Millville,WHITE,2019,162
Millville,BLACK,2019,21
Millville,AMERIND,2019,17
Millville,ASIAN,2019,3
Millville,PACIFIC,2019,0
Millville,OTHRACE,2019,40
Millville,RACE2UP,2019,12
Millville,HISPPOP,2019,146
Millville,MINORITY,2019,182
Millville,WHITE,2010,168
Millville,BLACK,2010,20
Millville,AMERIND,2010,16
Millville,ASIAN,2010,3
Millville,PACIFIC,2010,0
Millville,OTHRACE,2010,37
Millville,RACE2UP,2010,11
Millville,HISPPOP,2010,135
Millville,MINORITY,2010,171
Millville,DIVINDX,2010,77.7
Millville,HISPWHT,2019,89
Millville,HISPBLK,2019,2
Millville,HISPAI,2019,8
Millville,HISPASN,2019,0
Millville,HISPPI,2019,0
Millville,HISPOTH,2019,40
Millville,HISPMLT,2019,6
Millville,HWHITE,2010,83
Millville,HBLACK,2010,2
Millville,HAMERIND,2010,8
Millville,HASIAN,2010,0
Millville,HPACIFIC,2010,0
Millville,HOTHRACE,2010,36
Millville,HRACE2UP,2010,6
Millville,HRACEBAS,2010,135
Millville,H1RACE,2010,129
Millville,HADRBASE,2010,101
Millville,HAD1RACE,2010,98
Millville,U18RBASE,2010,46
Millville,NONHISP,2019,109
Sombras Del Cerro,WHITE,2019,0
Sombras Del Cerro,BLACK,2019,0
Sombras Del Cerro,AMERIND,2019,0
Sombras Del Cerro,ASIAN,2019,0
Sombras Del Cerro,PACIFIC,2019,0
Sombras Del Cerro,OTHRACE,2019,0
Sombras Del Cerro,RACE2UP,2019,0
Sombras Del Cerro,HISPPOP,2019,0
Sombras Del Cerro,MINORITY,2019,0
Sombras Del Cerro,WHITE,2010,0
Sombras Del Cerro,BLACK,2010,0
Sombras Del Cerro,AMERIND,2010,0
Sombras Del Cerro,ASIAN,2010,0
Sombras Del Cerro,PACIFIC,2010,0
Sombras Del Cerro,OTHRACE,2010,0
Sombras Del Cerro,RACE2UP,2010,0
Sombras Del Cerro,HISPPOP,2010,0
Sombras Del Cerro,MINORITY,2010,0
Sombras Del Cerro,DIVINDX,2010,0
Sombras Del Cerro,HISPWHT,2019,0
Sombras Del Cerro,HISPBLK,2019,0
Sombras Del Cerro,HISPAI,2019,0
Sombras Del Cerro,HISPASN,2019,0
Sombras Del Cerro,HISPPI,2019,0
Sombras Del Cerro,HISPOTH,2019,0
Sombras Del Cerro,HISPMLT,2019,0
Sombras Del Cerro,HWHITE,2010,0
Sombras Del Cerro,HBLACK,2010,0
Sombras Del Cerro,HAMERIND,2010,0
Sombras Del Cerro,HASIAN,2010,0
Sombras Del Cerro,HPACIFIC,2010,0
Sombras Del Cerro,HOTHRACE,2010,0
Sombras Del Cerro,HRACE2UP,2010,0
Sombras Del Cerro,HRACEBAS,2010,0
Sombras Del Cerro,H1RACE,2010,0
Sombras Del Cerro,HADRBASE,2010,0
Sombras Del Cerro,HAD1RACE,2010,0
Sombras Del Cerro,U18RBASE,2010,0
Sombras Del Cerro,NONHISP,2019,0
Rancho Buena,WHITE,2019,2210
Rancho Buena,BLACK,2019,162
Rancho Buena,AMERIND,2019,149
Rancho Buena,ASIAN,2019,42
Rancho Buena,PACIFIC,2019,4
Rancho Buena,OTHRACE,2019,1805
Rancho Buena,RACE2UP,2019,174
Rancho Buena,HISPPOP,2019,3679
Rancho Buena,MINORITY,2019,4024
Rancho Buena,WHITE,2010,2068
Rancho Buena,BLACK,2010,148
Rancho Buena,AMERIND,2010,136
Rancho Buena,ASIAN,2010,36
Rancho Buena,PACIFIC,2010,4
Rancho Buena,OTHRACE,2010,1528
Rancho Buena,RACE2UP,2010,154
Rancho Buena,HISPPOP,2010,3161
Rancho Buena,MINORITY,2010,3478
Rancho Buena,DIVINDX,2010,83
Rancho Buena,HISPWHT,2019,1689
Rancho Buena,HISPBLK,2019,32
Rancho Buena,HISPAI,2019,61
Rancho Buena,HISPASN,2019,3
Rancho Buena,HISPPI,2019,1
Rancho Buena,HISPOTH,2019,1789
Rancho Buena,HISPMLT,2019,104
Rancho Buena,HWHITE,2010,1473
Rancho Buena,HBLACK,2010,27
Rancho Buena,HAMERIND,2010,54
Rancho Buena,HASIAN,2010,3
Rancho Buena,HPACIFIC,2010,1
Rancho Buena,HOTHRACE,2010,1510
Rancho Buena,HRACE2UP,2010,92
Rancho Buena,HRACEBAS,2010,3160
Rancho Buena,H1RACE,2010,3068
Rancho Buena,HADRBASE,2010,1877
Rancho Buena,HAD1RACE,2010,1824
Rancho Buena,U18RBASE,2010,1501
Rancho Buena,NONHISP,2019,866
Rosemont East,WHITE,2019,166
Rosemont East,BLACK,2019,6
Rosemont East,AMERIND,2019,2
Rosemont East,ASIAN,2019,24
Rosemont East,PACIFIC,2019,0
Rosemont East,OTHRACE,2019,19
Rosemont East,RACE2UP,2019,9
Rosemont East,HISPPOP,2019,53
Rosemont East,MINORITY,2019,91
Rosemont East,WHITE,2010,165
Rosemont East,BLACK,2010,6
Rosemont East,AMERIND,2010,2
Rosemont East,ASIAN,2010,18
Rosemont East,PACIFIC,2010,0
Rosemont East,OTHRACE,2010,15
Rosemont East,RACE2UP,2010,7
Rosemont East,HISPPOP,2010,42
Rosemont East,MINORITY,2010,73
Rosemont East,DIVINDX,2010,58.4
Rosemont East,HISPWHT,2019,31
Rosemont East,HISPBLK,2019,0
Rosemont East,HISPAI,2019,0
Rosemont East,HISPASN,2019,0
Rosemont East,HISPPI,2019,0
Rosemont East,HISPOTH,2019,19
Rosemont East,HISPMLT,2019,3
Rosemont East,HWHITE,2010,25
Rosemont East,HBLACK,2010,0
Rosemont East,HAMERIND,2010,0
Rosemont East,HASIAN,2010,0
Rosemont East,HPACIFIC,2010,0
Rosemont East,HOTHRACE,2010,15
Rosemont East,HRACE2UP,2010,2
Rosemont East,HRACEBAS,2010,42
Rosemont East,H1RACE,2010,40
Rosemont East,HADRBASE,2010,34
Rosemont East,HAD1RACE,2010,33
Rosemont East,U18RBASE,2010,25
Rosemont East,NONHISP,2019,173
Udall Park,WHITE,2019,275
Udall Park,BLACK,2019,7
Udall Park,AMERIND,2019,2
Udall Park,ASIAN,2019,14
Udall Park,PACIFIC,2019,0
Udall Park,OTHRACE,2019,16
Udall Park,RACE2UP,2019,18
Udall Park,HISPPOP,2019,68
Udall Park,MINORITY,2019,101
Udall Park,WHITE,2010,267
Udall Park,BLACK,2010,6
Udall Park,AMERIND,2010,2
Udall Park,ASIAN,2010,10
Udall Park,PACIFIC,2010,0
Udall Park,OTHRACE,2010,12
Udall Park,RACE2UP,2010,14
Udall Park,HISPPOP,2010,53
Udall Park,MINORITY,2010,78
Udall Park,DIVINDX,2010,47
Udall Park,HISPWHT,2019,45
Udall Park,HISPBLK,2019,0
Udall Park,HISPAI,2019,2
Udall Park,HISPASN,2019,0
Udall Park,HISPPI,2019,0
Udall Park,HISPOTH,2019,16
Udall Park,HISPMLT,2019,6
Udall Park,HWHITE,2010,35
Udall Park,HBLACK,2010,0
Udall Park,HAMERIND,2010,1
Udall Park,HASIAN,2010,0
Udall Park,HPACIFIC,2010,0
Udall Park,HOTHRACE,2010,12
Udall Park,HRACE2UP,2010,5
Udall Park,HRACEBAS,2010,53
Udall Park,H1RACE,2010,48
Udall Park,HADRBASE,2010,37
Udall Park,HAD1RACE,2010,35
Udall Park,U18RBASE,2010,49
Udall Park,NONHISP,2019,263
Menlo Park,WHITE,2019,2870
Menlo Park,BLACK,2019,166
Menlo Park,AMERIND,2019,266
Menlo Park,ASIAN,2019,102
Menlo Park,PACIFIC,2019,6
Menlo Park,OTHRACE,2019,1304
Menlo Park,RACE2UP,2019,153
Menlo Park,HISPPOP,2019,3520
Menlo Park,MINORITY,2019,3953
Menlo Park,WHITE,2010,2784
Menlo Park,BLACK,2010,150
Menlo Park,AMERIND,2010,245
Menlo Park,ASIAN,2010,84
Menlo Park,PACIFIC,2010,5
Menlo Park,OTHRACE,2010,1123
Menlo Park,RACE2UP,2010,136
Menlo Park,HISPPOP,2010,3094
Menlo Park,MINORITY,2010,3483
Menlo Park,DIVINDX,2010,78.3
Menlo Park,HISPWHT,2019,1956
Menlo Park,HISPBLK,2019,32
Menlo Park,HISPAI,2019,118
Menlo Park,HISPASN,2019,16
Menlo Park,HISPPI,2019,2
Menlo Park,HISPOTH,2019,1298
Menlo Park,HISPMLT,2019,99
Menlo Park,HWHITE,2010,1740
Menlo Park,HBLACK,2010,27
Menlo Park,HAMERIND,2010,106
Menlo Park,HASIAN,2010,14
Menlo Park,HPACIFIC,2010,2
Menlo Park,HOTHRACE,2010,1116
Menlo Park,HRACE2UP,2010,89
Menlo Park,HRACEBAS,2010,3094
Menlo Park,H1RACE,2010,3005
Menlo Park,HADRBASE,2010,2273
Menlo Park,HAD1RACE,2010,2208
Menlo Park,U18RBASE,2010,953
Menlo Park,NONHISP,2019,1347
Silverbell Terrace,WHITE,2019,95
Silverbell Terrace,BLACK,2019,7
Silverbell Terrace,AMERIND,2019,3
Silverbell Terrace,ASIAN,2019,11
Silverbell Terrace,PACIFIC,2019,0
Silverbell Terrace,OTHRACE,2019,40
Silverbell Terrace,RACE2UP,2019,7
Silverbell Terrace,HISPPOP,2019,97
Silverbell Terrace,MINORITY,2019,120
Silverbell Terrace,WHITE,2010,89
Silverbell Terrace,BLACK,2010,6
Silverbell Terrace,AMERIND,2010,3
Silverbell Terrace,ASIAN,2010,9
Silverbell Terrace,PACIFIC,2010,0
Silverbell Terrace,OTHRACE,2010,32
Silverbell Terrace,RACE2UP,2010,6
Silverbell Terrace,HISPPOP,2010,79
Silverbell Terrace,MINORITY,2010,98
Silverbell Terrace,DIVINDX,2010,80.7
Silverbell Terrace,HISPWHT,2019,51
Silverbell Terrace,HISPBLK,2019,1
Silverbell Terrace,HISPAI,2019,1
Silverbell Terrace,HISPASN,2019,0
Silverbell Terrace,HISPPI,2019,0
Silverbell Terrace,HISPOTH,2019,40
Silverbell Terrace,HISPMLT,2019,4
Silverbell Terrace,HWHITE,2010,42
Silverbell Terrace,HBLACK,2010,0
Silverbell Terrace,HAMERIND,2010,1
Silverbell Terrace,HASIAN,2010,0
Silverbell Terrace,HPACIFIC,2010,0
Silverbell Terrace,HOTHRACE,2010,32
Silverbell Terrace,HRACE2UP,2010,4
Silverbell Terrace,HRACEBAS,2010,79
Silverbell Terrace,H1RACE,2010,75
Silverbell Terrace,HADRBASE,2010,51
Silverbell Terrace,HAD1RACE,2010,49
Silverbell Terrace,U18RBASE,2010,38
Silverbell Terrace,NONHISP,2019,66
Broadway Pantano East,WHITE,2019,4107
Broadway Pantano East,BLACK,2019,486
Broadway Pantano East,AMERIND,2019,64
Broadway Pantano East,ASIAN,2019,139
Broadway Pantano East,PACIFIC,2019,24
Broadway Pantano East,OTHRACE,2019,533
Broadway Pantano East,RACE2UP,2019,346
Broadway Pantano East,HISPPOP,2019,1498
Broadway Pantano East,MINORITY,2019,2337
Broadway Pantano East,WHITE,2010,4048
Broadway Pantano East,BLACK,2010,410
Broadway Pantano East,AMERIND,2010,54
Broadway Pantano East,ASIAN,2010,104
Broadway Pantano East,PACIFIC,2010,21
Broadway Pantano East,OTHRACE,2010,411
Broadway Pantano East,RACE2UP,2010,276
Broadway Pantano East,HISPPOP,2010,1169
Broadway Pantano East,MINORITY,2010,1862
Broadway Pantano East,DIVINDX,2010,61.6
Broadway Pantano East,HISPWHT,2019,746
Broadway Pantano East,HISPBLK,2019,47
Broadway Pantano East,HISPAI,2019,24
Broadway Pantano East,HISPASN,2019,10
Broadway Pantano East,HISPPI,2019,3
Broadway Pantano East,HISPOTH,2019,522
Broadway Pantano East,HISPMLT,2019,146
Broadway Pantano East,HWHITE,2010,587
Broadway Pantano East,HBLACK,2010,38
Broadway Pantano East,HAMERIND,2010,19
Broadway Pantano East,HASIAN,2010,7
Broadway Pantano East,HPACIFIC,2010,2
Broadway Pantano East,HOTHRACE,2010,399
Broadway Pantano East,HRACE2UP,2010,117
Broadway Pantano East,HRACEBAS,2010,1169
Broadway Pantano East,H1RACE,2010,1052
Broadway Pantano East,HADRBASE,2010,747
Broadway Pantano East,HAD1RACE,2010,688
Broadway Pantano East,U18RBASE,2010,1240
Broadway Pantano East,NONHISP,2019,4200
Miles,WHITE,2019,601
Miles,BLACK,2019,40
Miles,AMERIND,2019,31
Miles,ASIAN,2019,27
Miles,PACIFIC,2019,2
Miles,OTHRACE,2019,124
Miles,RACE2UP,2019,45
Miles,HISPPOP,2019,395
Miles,MINORITY,2019,509
Miles,WHITE,2010,600
Miles,BLACK,2010,35
Miles,AMERIND,2010,28
Miles,ASIAN,2010,22
Miles,PACIFIC,2010,1
Miles,OTHRACE,2010,102
Miles,RACE2UP,2010,38
Miles,HISPPOP,2010,330
Miles,MINORITY,2010,429
Miles,DIVINDX,2010,72.5
Miles,HISPWHT,2019,239
Miles,HISPBLK,2019,4
Miles,HISPAI,2019,6
Miles,HISPASN,2019,1
Miles,HISPPI,2019,2
Miles,HISPOTH,2019,122
Miles,HISPMLT,2019,21
Miles,HWHITE,2010,202
Miles,HBLACK,2010,3
Miles,HAMERIND,2010,5
Miles,HASIAN,2010,1
Miles,HPACIFIC,2010,1
Miles,HOTHRACE,2010,100
Miles,HRACE2UP,2010,18
Miles,HRACEBAS,2010,330
Miles,H1RACE,2010,312
Miles,HADRBASE,2010,252
Miles,HAD1RACE,2010,240
Miles,U18RBASE,2010,131
Miles,NONHISP,2019,475
Sierra Estates,WHITE,2019,44
Sierra Estates,BLACK,2019,8
Sierra Estates,AMERIND,2019,2
Sierra Estates,ASIAN,2019,7
Sierra Estates,PACIFIC,2019,1
Sierra Estates,OTHRACE,2019,14
Sierra Estates,RACE2UP,2019,5
Sierra Estates,HISPPOP,2019,30
Sierra Estates,MINORITY,2019,48
Sierra Estates,WHITE,2010,48
Sierra Estates,BLACK,2010,7
Sierra Estates,AMERIND,2010,2
Sierra Estates,ASIAN,2010,6
Sierra Estates,PACIFIC,2010,1
Sierra Estates,OTHRACE,2010,12
Sierra Estates,RACE2UP,2010,5
Sierra Estates,HISPPOP,2010,26
Sierra Estates,MINORITY,2010,44
Sierra Estates,DIVINDX,2010,79.4
Sierra Estates,HISPWHT,2019,12
Sierra Estates,HISPBLK,2019,0
Sierra Estates,HISPAI,2019,1
Sierra Estates,HISPASN,2019,0
Sierra Estates,HISPPI,2019,0
Sierra Estates,HISPOTH,2019,14
Sierra Estates,HISPMLT,2019,3
Sierra Estates,HWHITE,2010,11
Sierra Estates,HBLACK,2010,0
Sierra Estates,HAMERIND,2010,1
Sierra Estates,HASIAN,2010,0
Sierra Estates,HPACIFIC,2010,0
Sierra Estates,HOTHRACE,2010,12
Sierra Estates,HRACE2UP,2010,2
Sierra Estates,HRACEBAS,2010,26
Sierra Estates,H1RACE,2010,24
Sierra Estates,HADRBASE,2010,19
Sierra Estates,HAD1RACE,2010,18
Sierra Estates,U18RBASE,2010,14
Sierra Estates,NONHISP,2019,50
Silvercroft,WHITE,2019,147
Silvercroft,BLACK,2019,18
Silvercroft,AMERIND,2019,15
Silvercroft,ASIAN,2019,2
Silvercroft,PACIFIC,2019,0
Silvercroft,OTHRACE,2019,132
Silvercroft,RACE2UP,2019,14
Silvercroft,HISPPOP,2019,271
Silvercroft,MINORITY,2019,300
Silvercroft,WHITE,2010,156
Silvercroft,BLACK,2010,19
Silvercroft,AMERIND,2010,16
Silvercroft,ASIAN,2010,2
Silvercroft,PACIFIC,2010,0
Silvercroft,OTHRACE,2010,128
Silvercroft,RACE2UP,2010,14
Silvercroft,HISPPOP,2010,267
Silvercroft,MINORITY,2010,297
Silvercroft,DIVINDX,2010,85
Silvercroft,HISPWHT,2019,118
Silvercroft,HISPBLK,2019,3
Silvercroft,HISPAI,2019,7
Silvercroft,HISPASN,2019,0
Silvercroft,HISPPI,2019,0
Silvercroft,HISPOTH,2019,132
Silvercroft,HISPMLT,2019,11
Silvercroft,HWHITE,2010,118
Silvercroft,HBLACK,2010,3
Silvercroft,HAMERIND,2010,7
Silvercroft,HASIAN,2010,0
Silvercroft,HPACIFIC,2010,0
Silvercroft,HOTHRACE,2010,127
Silvercroft,HRACE2UP,2010,12
Silvercroft,HRACEBAS,2010,267
Silvercroft,H1RACE,2010,255
Silvercroft,HADRBASE,2010,179
Silvercroft,HAD1RACE,2010,173
Silvercroft,U18RBASE,2010,103
Silvercroft,NONHISP,2019,58
Brichta,WHITE,2019,291
Brichta,BLACK,2019,20
Brichta,AMERIND,2019,23
Brichta,ASIAN,2019,28
Brichta,PACIFIC,2019,0
Brichta,OTHRACE,2019,102
Brichta,RACE2UP,2019,26
Brichta,HISPPOP,2019,295
Brichta,MINORITY,2019,363
Brichta,WHITE,2010,292
Brichta,BLACK,2010,19
Brichta,AMERIND,2010,22
Brichta,ASIAN,2010,23
Brichta,PACIFIC,2010,0
Brichta,OTHRACE,2010,88
Brichta,RACE2UP,2010,23
Brichta,HISPPOP,2010,258
Brichta,MINORITY,2010,319
Brichta,DIVINDX,2010,79.9
Brichta,HISPWHT,2019,163
Brichta,HISPBLK,2019,3
Brichta,HISPAI,2019,10
Brichta,HISPASN,2019,1
Brichta,HISPPI,2019,0
Brichta,HISPOTH,2019,102
Brichta,HISPMLT,2019,17
Brichta,HWHITE,2010,144
Brichta,HBLACK,2010,3
Brichta,HAMERIND,2010,8
Brichta,HASIAN,2010,1
Brichta,HPACIFIC,2010,0
Brichta,HOTHRACE,2010,87
Brichta,HRACE2UP,2010,15
Brichta,HRACEBAS,2010,258
Brichta,H1RACE,2010,243
Brichta,HADRBASE,2010,178
Brichta,HAD1RACE,2010,169
Brichta,U18RBASE,2010,109
Brichta,NONHISP,2019,196
Cherry Avenue,WHITE,2019,5349
Cherry Avenue,BLACK,2019,250
Cherry Avenue,AMERIND,2019,332
Cherry Avenue,ASIAN,2019,95
Cherry Avenue,PACIFIC,2019,5
Cherry Avenue,OTHRACE,2019,3687
Cherry Avenue,RACE2UP,2019,374
Cherry Avenue,HISPPOP,2019,8775
Cherry Avenue,MINORITY,2019,9273
Cherry Avenue,WHITE,2010,5154
Cherry Avenue,BLACK,2010,243
Cherry Avenue,AMERIND,2010,318
Cherry Avenue,ASIAN,2010,84
Cherry Avenue,PACIFIC,2010,5
Cherry Avenue,OTHRACE,2010,3300
Cherry Avenue,RACE2UP,2010,348
Cherry Avenue,HISPPOP,2010,7989
Cherry Avenue,MINORITY,2010,8469
Cherry Avenue,DIVINDX,2010,77.9
Cherry Avenue,HISPWHT,2019,4530
Cherry Avenue,HISPBLK,2019,62
Cherry Avenue,HISPAI,2019,217
Cherry Avenue,HISPASN,2019,4
Cherry Avenue,HISPPI,2019,0
Cherry Avenue,HISPOTH,2019,3680
Cherry Avenue,HISPMLT,2019,282
Cherry Avenue,HWHITE,2010,4171
Cherry Avenue,HBLACK,2010,57
Cherry Avenue,HAMERIND,2010,204
Cherry Avenue,HASIAN,2010,4
Cherry Avenue,HPACIFIC,2010,0
Cherry Avenue,HOTHRACE,2010,3291
Cherry Avenue,HRACE2UP,2010,262
Cherry Avenue,HRACEBAS,2010,7989
Cherry Avenue,H1RACE,2010,7727
Cherry Avenue,HADRBASE,2010,5146
Cherry Avenue,HAD1RACE,2010,4978
Cherry Avenue,U18RBASE,2010,3085
Cherry Avenue,NONHISP,2019,1317
Fairgrounds,WHITE,2019,1200
Fairgrounds,BLACK,2019,57
Fairgrounds,AMERIND,2019,122
Fairgrounds,ASIAN,2019,4
Fairgrounds,PACIFIC,2019,1
Fairgrounds,OTHRACE,2019,836
Fairgrounds,RACE2UP,2019,64
Fairgrounds,HISPPOP,2019,2069
Fairgrounds,MINORITY,2019,2198
Fairgrounds,WHITE,2010,1176
Fairgrounds,BLACK,2010,56
Fairgrounds,AMERIND,2010,123
Fairgrounds,ASIAN,2010,4
Fairgrounds,PACIFIC,2010,1
Fairgrounds,OTHRACE,2010,775
Fairgrounds,RACE2UP,2010,62
Fairgrounds,HISPPOP,2010,1957
Fairgrounds,MINORITY,2010,2089
Fairgrounds,DIVINDX,2010,76.6
Fairgrounds,HISPWHT,2019,1114
Fairgrounds,HISPBLK,2019,25
Fairgrounds,HISPAI,2019,46
Fairgrounds,HISPASN,2019,2
Fairgrounds,HISPPI,2019,1
Fairgrounds,HISPOTH,2019,834
Fairgrounds,HISPMLT,2019,48
Fairgrounds,HWHITE,2010,1068
Fairgrounds,HBLACK,2010,24
Fairgrounds,HAMERIND,2010,44
Fairgrounds,HASIAN,2010,2
Fairgrounds,HPACIFIC,2010,1
Fairgrounds,HOTHRACE,2010,772
Fairgrounds,HRACE2UP,2010,46
Fairgrounds,HRACEBAS,2010,1957
Fairgrounds,H1RACE,2010,1910
Fairgrounds,HADRBASE,2010,1331
Fairgrounds,HAD1RACE,2010,1302
Fairgrounds,U18RBASE,2010,668
Fairgrounds,NONHISP,2019,215
Bravo Park Lane,WHITE,2019,1906
Bravo Park Lane,BLACK,2019,125
Bravo Park Lane,AMERIND,2019,139
Bravo Park Lane,ASIAN,2019,50
Bravo Park Lane,PACIFIC,2019,2
Bravo Park Lane,OTHRACE,2019,1214
Bravo Park Lane,RACE2UP,2019,175
Bravo Park Lane,HISPPOP,2019,3093
Bravo Park Lane,MINORITY,2019,3300
Bravo Park Lane,WHITE,2010,1765
Bravo Park Lane,BLACK,2010,118
Bravo Park Lane,AMERIND,2010,128
Bravo Park Lane,ASIAN,2010,46
Bravo Park Lane,PACIFIC,2010,2
Bravo Park Lane,OTHRACE,2010,1054
Bravo Park Lane,RACE2UP,2010,157
Bravo Park Lane,HISPPOP,2010,2717
Bravo Park Lane,MINORITY,2010,2912
Bravo Park Lane,DIVINDX,2010,78.8
Bravo Park Lane,HISPWHT,2019,1595
Bravo Park Lane,HISPBLK,2019,30
Bravo Park Lane,HISPAI,2019,77
Bravo Park Lane,HISPASN,2019,25
Bravo Park Lane,HISPPI,2019,1
Bravo Park Lane,HISPOTH,2019,1213
Bravo Park Lane,HISPMLT,2019,151
Bravo Park Lane,HWHITE,2010,1409
Bravo Park Lane,HBLACK,2010,27
Bravo Park Lane,HAMERIND,2010,68
Bravo Park Lane,HASIAN,2010,23
Bravo Park Lane,HPACIFIC,2010,1
Bravo Park Lane,HOTHRACE,2010,1053
Bravo Park Lane,HRACE2UP,2010,136
Bravo Park Lane,HRACEBAS,2010,2717
Bravo Park Lane,H1RACE,2010,2581
Bravo Park Lane,HADRBASE,2010,1819
Bravo Park Lane,HAD1RACE,2010,1744
Bravo Park Lane,U18RBASE,2010,972
Bravo Park Lane,NONHISP,2019,519
Feldman`s,WHITE,2019,1642
Feldman`s,BLACK,2019,114
Feldman`s,AMERIND,2019,51
Feldman`s,ASIAN,2019,415
Feldman`s,PACIFIC,2019,1
Feldman`s,OTHRACE,2019,181
Feldman`s,RACE2UP,2019,119
Feldman`s,HISPPOP,2019,538
Feldman`s,MINORITY,2019,1154
Feldman`s,WHITE,2010,1694
Feldman`s,BLACK,2010,99
Feldman`s,AMERIND,2010,45
Feldman`s,ASIAN,2010,310
Feldman`s,PACIFIC,2010,1
Feldman`s,OTHRACE,2010,147
Feldman`s,RACE2UP,2010,98
Feldman`s,HISPPOP,2010,443
Feldman`s,MINORITY,2010,927
Feldman`s,DIVINDX,2010,63.7
Feldman`s,HISPWHT,2019,272
Feldman`s,HISPBLK,2019,9
Feldman`s,HISPAI,2019,19
Feldman`s,HISPASN,2019,1
Feldman`s,HISPPI,2019,0
Feldman`s,HISPOTH,2019,181
Feldman`s,HISPMLT,2019,55
Feldman`s,HWHITE,2010,227
Feldman`s,HBLACK,2010,8
Feldman`s,HAMERIND,2010,16
Feldman`s,HASIAN,2010,1
Feldman`s,HPACIFIC,2010,0
Feldman`s,HOTHRACE,2010,146
Feldman`s,HRACE2UP,2010,46
Feldman`s,HRACEBAS,2010,444
Feldman`s,H1RACE,2010,398
Feldman`s,HADRBASE,2010,348
Feldman`s,HAD1RACE,2010,314
Feldman`s,U18RBASE,2010,191
Feldman`s,NONHISP,2019,1986
Sugar Hill,WHITE,2019,890
Sugar Hill,BLACK,2019,189
Sugar Hill,AMERIND,2019,61
Sugar Hill,ASIAN,2019,96
Sugar Hill,PACIFIC,2019,1
Sugar Hill,OTHRACE,2019,301
Sugar Hill,RACE2UP,2019,102
Sugar Hill,HISPPOP,2019,624
Sugar Hill,MINORITY,2019,973
Sugar Hill,WHITE,2010,893
Sugar Hill,BLACK,2010,162
Sugar Hill,AMERIND,2010,51
Sugar Hill,ASIAN,2010,75
Sugar Hill,PACIFIC,2010,1
Sugar Hill,OTHRACE,2010,236
Sugar Hill,RACE2UP,2010,84
Sugar Hill,HISPPOP,2010,497
Sugar Hill,MINORITY,2010,789
Sugar Hill,DIVINDX,2010,79.5
Sugar Hill,HISPWHT,2019,222
Sugar Hill,HISPBLK,2019,12
Sugar Hill,HISPAI,2019,21
Sugar Hill,HISPASN,2019,11
Sugar Hill,HISPPI,2019,0
Sugar Hill,HISPOTH,2019,300
Sugar Hill,HISPMLT,2019,57
Sugar Hill,HWHITE,2010,180
Sugar Hill,HBLACK,2010,10
Sugar Hill,HAMERIND,2010,17
Sugar Hill,HASIAN,2010,8
Sugar Hill,HPACIFIC,2010,0
Sugar Hill,HOTHRACE,2010,235
Sugar Hill,HRACE2UP,2010,47
Sugar Hill,HRACEBAS,2010,497
Sugar Hill,H1RACE,2010,451
Sugar Hill,HADRBASE,2010,345
Sugar Hill,HAD1RACE,2010,322
Sugar Hill,U18RBASE,2010,260
Sugar Hill,NONHISP,2019,1018
Toumey Park,WHITE,2019,1440
Toumey Park,BLACK,2019,138
Toumey Park,AMERIND,2019,81
Toumey Park,ASIAN,2019,25
Toumey Park,PACIFIC,2019,1
Toumey Park,OTHRACE,2019,553
Toumey Park,RACE2UP,2019,137
Toumey Park,HISPPOP,2019,1299
Toumey Park,MINORITY,2019,1544
Toumey Park,WHITE,2010,1431
Toumey Park,BLACK,2010,119
Toumey Park,AMERIND,2010,70
Toumey Park,ASIAN,2010,21
Toumey Park,PACIFIC,2010,1
Toumey Park,OTHRACE,2010,466
Toumey Park,RACE2UP,2010,116
Toumey Park,HISPPOP,2010,1088
Toumey Park,MINORITY,2010,1299
Toumey Park,DIVINDX,2010,79.1
Toumey Park,HISPWHT,2019,610
Toumey Park,HISPBLK,2019,23
Toumey Park,HISPAI,2019,35
Toumey Park,HISPASN,2019,0
